geoid,year,measure,value
020160001001166,2021,total_housing_units,0
020160001001167,2021,total_housing_units,0
020160001001168,2021,total_housing_units,0
020160001001169,2021,total_housing_units,0
020160001001170,2021,total_housing_units,0
020160001001171,2021,total_housing_units,0
020160001001172,2021,total_housing_units,0
020160001001173,2021,total_housing_units,0
020160001001174,2021,total_housing_units,0
020160001001175,2021,total_housing_units,0
020160001001176,2021,total_housing_units,0
020160001001177,2021,total_housing_units,0
020160001001178,2021,total_housing_units,0
020160001001179,2021,total_housing_units,0
020160001001180,2021,total_housing_units,0
020160001001181,2021,total_housing_units,0
020160001001182,2021,total_housing_units,0
020160001001183,2021,total_housing_units,0
020160001001184,2021,total_housing_units,0
020160001001185,2021,total_housing_units,0
020160001001186,2021,total_housing_units,0
020160001001187,2021,total_housing_units,0
020160001001188,2021,total_housing_units,0
020160001001189,2021,total_housing_units,0
020160001001190,2021,total_housing_units,0
020160001001191,2021,total_housing_units,4
020160001001192,2021,total_housing_units,0
020160001001193,2021,total_housing_units,0
020160001001194,2021,total_housing_units,0
020160001001195,2021,total_housing_units,0
020160001001196,2021,total_housing_units,1
020160001001197,2021,total_housing_units,0
020160001001198,2021,total_housing_units,33
020160001001199,2021,total_housing_units,19
020160001001200,2021,total_housing_units,0
020160001001201,2021,total_housing_units,0
020160001001202,2021,total_housing_units,0
020160001001203,2021,total_housing_units,43
020160001001204,2021,total_housing_units,0
020160001001205,2021,total_housing_units,0
020160001001206,2021,total_housing_units,0
020160001001207,2021,total_housing_units,0
020160001001208,2021,total_housing_units,0
020160001001209,2021,total_housing_units,37
020160001001210,2021,total_housing_units,7
020160001001211,2021,total_housing_units,20
020160001001212,2021,total_housing_units,32
020160001001213,2021,total_housing_units,10
020160001001214,2021,total_housing_units,0
020160001001215,2021,total_housing_units,0
020160001001216,2021,total_housing_units,0
020160001001217,2021,total_housing_units,0
020160001001218,2021,total_housing_units,0
020160001001219,2021,total_housing_units,0
020160001001220,2021,total_housing_units,0
020160001001221,2021,total_housing_units,12
020160001001222,2021,total_housing_units,0
020160001001223,2021,total_housing_units,0
020160001001224,2021,total_housing_units,0
020160001001225,2021,total_housing_units,0
020160001001226,2021,total_housing_units,0
020160001001227,2021,total_housing_units,0
020160001001228,2021,total_housing_units,0
020160001001229,2021,total_housing_units,0
020160001001230,2021,total_housing_units,10
020160001001231,2021,total_housing_units,0
020160001001232,2021,total_housing_units,0
020160001001233,2021,total_housing_units,0
020160001001234,2021,total_housing_units,0
020160001001235,2021,total_housing_units,0
020160001001236,2021,total_housing_units,0
020160001001237,2021,total_housing_units,0
020160001001238,2021,total_housing_units,0
020160001001239,2021,total_housing_units,0
020160001001240,2021,total_housing_units,0
020160001001241,2021,total_housing_units,0
020160001001242,2021,total_housing_units,0
020160001001243,2021,total_housing_units,0
020160001001244,2021,total_housing_units,0
020160001001245,2021,total_housing_units,0
020160001001246,2021,total_housing_units,0
020160001001247,2021,total_housing_units,0
020160001001248,2021,total_housing_units,0
020160001001249,2021,total_housing_units,0
020160001001250,2021,total_housing_units,0
020160001001251,2021,total_housing_units,0
020160001001252,2021,total_housing_units,0
020160001001253,2021,total_housing_units,0
020160001001254,2021,total_housing_units,0
020160001001255,2021,total_housing_units,14
020160001001256,2021,total_housing_units,0
020160001001257,2021,total_housing_units,0
020160001001258,2021,total_housing_units,0
020160001001259,2021,total_housing_units,0
020160001001260,2021,total_housing_units,0
020160001001261,2021,total_housing_units,0
020160001001262,2021,total_housing_units,0
020160001001263,2021,total_housing_units,0
020160001001264,2021,total_housing_units,0
020160001001265,2021,total_housing_units,0
020160001001266,2021,total_housing_units,0
020160001001267,2021,total_housing_units,0
020160001001268,2021,total_housing_units,0
020160001001269,2021,total_housing_units,5
020160001001270,2021,total_housing_units,5
020160001001271,2021,total_housing_units,0
020160001001272,2021,total_housing_units,2
020160001001273,2021,total_housing_units,0
020160001001274,2021,total_housing_units,0
020160001001275,2021,total_housing_units,0
020160001001276,2021,total_housing_units,0
020160001001277,2021,total_housing_units,0
020160001001278,2021,total_housing_units,0
020160001001279,2021,total_housing_units,0
020160001001280,2021,total_housing_units,0
020160001001281,2021,total_housing_units,0
020160001001282,2021,total_housing_units,0
020160001001283,2021,total_housing_units,0
020160001001284,2021,total_housing_units,0
020160001001285,2021,total_housing_units,0
020160001001286,2021,total_housing_units,0
020160001001287,2021,total_housing_units,0
020160001001288,2021,total_housing_units,0
020160001001289,2021,total_housing_units,0
020160001001290,2021,total_housing_units,0
020160001001291,2021,total_housing_units,0
020160001001292,2021,total_housing_units,0
020160001001293,2021,total_housing_units,0
020160001001294,2021,total_housing_units,0
020160001001295,2021,total_housing_units,0
020160001001296,2021,total_housing_units,0
020160001001297,2021,total_housing_units,0
020160001001298,2021,total_housing_units,0
020160001001299,2021,total_housing_units,23
020160001001300,2021,total_housing_units,0
020160001001301,2021,total_housing_units,0
020160001001302,2021,total_housing_units,0
020160001001303,2021,total_housing_units,0
020160001001304,2021,total_housing_units,0
020160001001305,2021,total_housing_units,0
020160001001306,2021,total_housing_units,0
020160001001307,2021,total_housing_units,0
020160001001308,2021,total_housing_units,0
020160001001309,2021,total_housing_units,0
020160001001310,2021,total_housing_units,0
020160001001311,2021,total_housing_units,0
020160001001312,2021,total_housing_units,0
020160001001313,2021,total_housing_units,0
020160001001314,2021,total_housing_units,0
020160001001315,2021,total_housing_units,0
020160001001316,2021,total_housing_units,0
020160001001317,2021,total_housing_units,0
020160001001318,2021,total_housing_units,0
020160001001319,2021,total_housing_units,0
020160001001320,2021,total_housing_units,0
020160001001321,2021,total_housing_units,0
020160001001322,2021,total_housing_units,0
020160001001323,2021,total_housing_units,0
020160001001324,2021,total_housing_units,0
020160001001325,2021,total_housing_units,0
020160001001326,2021,total_housing_units,0
020160001001327,2021,total_housing_units,0
020160001001328,2021,total_housing_units,0
020160001001329,2021,total_housing_units,0
020160001001330,2021,total_housing_units,0
020160001001331,2021,total_housing_units,0
020160001001332,2021,total_housing_units,0
020160001001333,2021,total_housing_units,0
020160001001334,2021,total_housing_units,0
020160001001335,2021,total_housing_units,7
020160001001336,2021,total_housing_units,20
020160001001337,2021,total_housing_units,6
020160001001338,2021,total_housing_units,0
020160001001339,2021,total_housing_units,5
020160001001340,2021,total_housing_units,4
020160001001341,2021,total_housing_units,4
020160001001342,2021,total_housing_units,0
020160001001343,2021,total_housing_units,0
020160001001344,2021,total_housing_units,2
020160001001345,2021,total_housing_units,0
020160001001346,2021,total_housing_units,4
020160001001347,2021,total_housing_units,0
020160001001348,2021,total_housing_units,0
020160001001349,2021,total_housing_units,0
020160001001350,2021,total_housing_units,0
020160001001351,2021,total_housing_units,0
020160001001352,2021,total_housing_units,0
020160001001353,2021,total_housing_units,0
020160001001354,2021,total_housing_units,0
020160001001355,2021,total_housing_units,0
020160001001356,2021,total_housing_units,0
020160001001357,2021,total_housing_units,0
020160001001358,2021,total_housing_units,0
020160001001359,2021,total_housing_units,0
020160001001360,2021,total_housing_units,0
020160001001361,2021,total_housing_units,0
020160001001362,2021,total_housing_units,0
020160001001363,2021,total_housing_units,0
020160001001364,2021,total_housing_units,0
020160001001365,2021,total_housing_units,0
020160001001366,2021,total_housing_units,0
020160001001367,2021,total_housing_units,0
020160001001368,2021,total_housing_units,0
020160001001369,2021,total_housing_units,0
020160001001370,2021,total_housing_units,0
020160001001371,2021,total_housing_units,0
020160001001372,2021,total_housing_units,0
020160001001373,2021,total_housing_units,0
020160001001374,2021,total_housing_units,0
020160001001375,2021,total_housing_units,0
020160001001376,2021,total_housing_units,0
020160001001377,2021,total_housing_units,0
020160001001378,2021,total_housing_units,0
020160001001379,2021,total_housing_units,0
020160001001380,2021,total_housing_units,0
020160001001381,2021,total_housing_units,0
020160001001382,2021,total_housing_units,0
020160001001383,2021,total_housing_units,0
020160001001384,2021,total_housing_units,0
020160001001385,2021,total_housing_units,0
020160001001386,2021,total_housing_units,0
020160001001387,2021,total_housing_units,0
020160001001388,2021,total_housing_units,0
020160001001389,2021,total_housing_units,0
020160001001390,2021,total_housing_units,0
020160001001391,2021,total_housing_units,0
020160001001392,2021,total_housing_units,0
020160001001393,2021,total_housing_units,0
020160001001394,2021,total_housing_units,0
020160001001395,2021,total_housing_units,0
020160001001396,2021,total_housing_units,0
020160001001397,2021,total_housing_units,5
020160001001398,2021,total_housing_units,3
020160001001399,2021,total_housing_units,10
020160001001400,2021,total_housing_units,0
020160001001401,2021,total_housing_units,0
020160001001402,2021,total_housing_units,0
020160001001403,2021,total_housing_units,3
020160001001404,2021,total_housing_units,0
020160001001405,2021,total_housing_units,5
020160001001406,2021,total_housing_units,7
020160001001407,2021,total_housing_units,0
020160001001408,2021,total_housing_units,5
020160001001409,2021,total_housing_units,13
020160001001410,2021,total_housing_units,6
020160001001411,2021,total_housing_units,0
020160001001412,2021,total_housing_units,6
020160001001413,2021,total_housing_units,0
020160001001414,2021,total_housing_units,0
020160001001415,2021,total_housing_units,6
020160001001416,2021,total_housing_units,0
020160001001417,2021,total_housing_units,30
020160001001418,2021,total_housing_units,6
020160001001419,2021,total_housing_units,11
020160001001420,2021,total_housing_units,5
020160001001421,2021,total_housing_units,7
020160001001422,2021,total_housing_units,6
020160001001423,2021,total_housing_units,11
020160001001424,2021,total_housing_units,0
020160001001425,2021,total_housing_units,0
020160001001426,2021,total_housing_units,0
020160001001427,2021,total_housing_units,0
020160001001428,2021,total_housing_units,0
020160001001429,2021,total_housing_units,0
020160001001430,2021,total_housing_units,0
020160001001431,2021,total_housing_units,0
020160001001432,2021,total_housing_units,0
020160001001433,2021,total_housing_units,0
020160001001434,2021,total_housing_units,0
020160001001435,2021,total_housing_units,0
